exercicio,demonstrativo,periodo,periodicidade,instituicao,cod_ibge,uf,populacao,anexo,rotulo,coluna,cod_conta,conta,valor
2015,RREO Simplificado,6,B,Prefeitura Municipal de Dona Emma - SC,4205100,SC,3955,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1147741.92
2015,RREO Simplificado,6,B,Prefeitura Municipal de Doutor Pedrinho - SC,4205159,SC,3883,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1286730.37
2015,RREO Simplificado,6,B,Prefeitura Municipal de Entre Rios - SC,4205175,SC,3135,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,963399.41
2015,RREO Simplificado,6,B,Prefeitura Municipal de Ermo - SC,4205191,SC,2079,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1952740.09
2015,RREO Simplificado,6,B,Prefeitura Municipal de Erval Velho - SC,4205209,SC,4456,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,2530353.18
2015,RREO Simplificado,6,B,Prefeitura Municipal de Faxinal dos Guedes - SC,4205308,SC,10784,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,5783971.71
2015,RREO Simplificado,6,B,Prefeitura Municipal de Flor do Sertão - SC,4205357,SC,1603,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1497503.53
2015,RREO Simplificado,6,B,Prefeitura Municipal de Formosa do Sul - SC,4205431,SC,2589,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1266850.77
2015,RREO Simplificado,6,B,Prefeitura Municipal de Forquilhinha - SC,4205456,SC,24694,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,10944873.33
2015,RREO Simplificado,6,B,Prefeitura Municipal de Fraiburgo - SC,4205506,SC,35781,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,6779279.2
2015,RREO Simplificado,6,B,Prefeitura Municipal de Frei Rogério - SC,4205555,SC,2301,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,903843.95
2015,RREO Simplificado,6,B,Prefeitura Municipal de Garopaba - SC,4205704,SC,20545,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,3156530.58
2015,RREO Simplificado,6,B,Prefeitura Municipal de Garuva - SC,4205803,SC,16435,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1848552.34
2015,RREO Simplificado,6,B,Prefeitura Municipal de Governador Celso Ramos - SC,4206009,SC,13801,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,3303011.77
2015,RREO Simplificado,6,B,Prefeitura Municipal de Grão Pará - SC,4206108,SC,6448,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1525080.47
2015,RREO Simplificado,6,B,Prefeitura Municipal de Gravatal - SC,4206207,SC,11148,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,2040533.05
2015,RREO Simplificado,6,B,Prefeitura Municipal de Guabiruba - SC,4206306,SC,21046,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,3199503.95
2015,RREO Simplificado,6,B,Prefeitura Municipal de Guaraciaba - SC,4206405,SC,10433,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,547773.12
2015,RREO Simplificado,6,B,Prefeitura Municipal de Guaramirim - SC,4206504,SC,39869,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,3383885
2015,RREO Simplificado,6,B,Prefeitura Municipal de Guarujá do Sul - SC,4206603,SC,5076,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1749646.2
2015,RREO Simplificado,6,B,Prefeitura Municipal de Guatambú - SC,4206652,SC,4743,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1279568.11
2015,RREO Simplificado,6,B,Prefeitura Municipal de Herval d'Oeste - SC,4206702,SC,22083,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1622169.05
2015,RREO Simplificado,6,B,Prefeitura Municipal de Ibicaré - SC,4206801,SC,3336,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,512047
2015,RREO Simplificado,6,B,Prefeitura Municipal de Ibirama - SC,4206900,SC,18255,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,3462595.61
2015,RREO Simplificado,6,B,Prefeitura Municipal de Ilhota - SC,4207106,SC,13309,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1742005.94
2015,RREO Simplificado,6,B,Prefeitura Municipal de Imbituba - SC,4207304,SC,42708,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,5543948.31
2015,RREO Simplificado,6,B,Prefeitura Municipal de Imbuia - SC,4207403,SC,5993,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1985628.3
2015,RREO Simplificado,6,B,Prefeitura Municipal de Iomerê - SC,4207577,SC,2861,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,626511.94
2015,RREO Simplificado,6,B,Prefeitura Municipal de Iporã do Oeste - SC,4207650,SC,8769,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,933043.37
2015,RREO Simplificado,6,B,Prefeitura Municipal de Ipuaçu - SC,4207684,SC,7193,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,422837.98
2015,RREO Simplificado,6,B,Prefeitura Municipal de Ipumirim - SC,4207700,SC,7467,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1783375
2015,RREO Simplificado,6,B,Prefeitura Municipal de Iraceminha - SC,4207759,SC,4175,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1784269.67
2015,RREO Simplificado,6,B,Prefeitura Municipal de Irani - SC,4207809,SC,10033,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,656017.52
2015,RREO Simplificado,6,B,Prefeitura Municipal de Irati - SC,4207858,SC,2046,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,948623.61
2015,RREO Simplificado,6,B,Prefeitura Municipal de Irineópolis - SC,4207908,SC,10916,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,2860991.76
2015,RREO Simplificado,6,B,Prefeitura Municipal de Itá - SC,4208005,SC,6383,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1929189.7
2015,RREO Simplificado,6,B,Prefeitura Municipal de Itaiópolis - SC,4208104,SC,21139,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,3067774.61
2015,RREO Simplificado,6,B,Prefeitura Municipal de Itapiranga - SC,4208401,SC,16253,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,4095279.94
2015,RREO Simplificado,6,B,Prefeitura Municipal de Jacinto Machado - SC,4208708,SC,10642,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,3908742.88
2015,RREO Simplificado,6,B,Prefeitura Municipal de Jaguaruna - SC,4208807,SC,18704,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,3594457.93
2015,RREO Simplificado,6,B,Prefeitura Municipal de Jardinópolis - SC,4208955,SC,1697,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,2149802.09
2015,RREO Simplificado,6,B,Prefeitura Municipal de José Boiteux - SC,4209151,SC,4850,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1931561.73
2015,RREO Simplificado,6,B,Prefeitura Municipal de Jupiá - SC,4209177,SC,2150,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1186268.34
2015,RREO Simplificado,6,B,Prefeitura Municipal de Lacerdópolis - SC,4209201,SC,2244,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,498763.87
2015,RREO Simplificado,6,B,Prefeitura Municipal de Laguna - SC,4209409,SC,44316,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,12053075.92
2015,RREO Simplificado,6,B,Prefeitura Municipal de Lajeado Grande - SC,4209458,SC,1479,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,469682.07
2015,RREO Simplificado,6,B,Prefeitura Municipal de Laurentino - SC,4209508,SC,6500,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1437883.98
2015,RREO Simplificado,6,B,Prefeitura Municipal de Lauro Muller - SC,4209607,SC,14919,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,2040998.95
2015,RREO Simplificado,6,B,Prefeitura Municipal de Leoberto Leal - SC,4209805,SC,3258,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,840603.58
2015,RREO Simplificado,6,B,Prefeitura Municipal de Lindóia do Sul - SC,4209854,SC,4659,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1013492.36
2015,RREO Simplificado,6,B,Prefeitura Municipal de Lontras - SC,4209904,SC,11200,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,3398331.23
2015,RREO Simplificado,6,B,Prefeitura Municipal de Luiz Alves - SC,4210001,SC,11653,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1947766.12
2015,RREO Simplificado,6,B,Prefeitura Municipal de Luzerna - SC,4210035,SC,5700,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1669378.37
2015,RREO Simplificado,6,B,Prefeitura Municipal de Macieira - SC,4210050,SC,1823,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,957770.62
2015,RREO Simplificado,6,B,Prefeitura Municipal de Maracajá - SC,4210407,SC,6873,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1702497.07
2015,RREO Simplificado,6,B,Prefeitura Municipal de Maravilha - SC,4210506,SC,23975,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,9623516.21
2015,RREO Simplificado,6,B,Prefeitura Municipal de Marema - SC,4210555,SC,2046,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,772056.86
2015,RREO Simplificado,6,B,Prefeitura Municipal de Massaranduba - SC,4210605,SC,15806,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1809489.73
2015,RREO Simplificado,6,B,Prefeitura Municipal de Meleiro - SC,4210803,SC,7076,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,5451226.42
2015,RREO Simplificado,6,B,Prefeitura Municipal de Mirim Doce - SC,4210852,SC,2450,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1079324.05
2015,RREO Simplificado,6,B,Prefeitura Municipal de Modelo - SC,4210902,SC,4158,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,2808246.54
2015,RREO Simplificado,6,B,Prefeitura Municipal de Mondaí - SC,4211009,SC,11034,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,3126716.8
2015,RREO Simplificado,6,B,Prefeitura Municipal de Monte Carlo - SC,4211058,SC,9650,RREO-Anexo 01,NA,DESPESAS PAGAS ATÉ O BIMESTRE (j),Investimentos,INVESTIMENTOS,1417922.98
